Species	Genus	CF	n_genomes_cf	positive_genomes	prevalence	mean_copy_all	mean_copy_pos	n_genomes	n_skin	n_nasal	module	functional_theme	functional_theme_short
Prevotella timonensis	Prevotella	CF13	10	10	1	4	4	10	4	6	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF14	10	10	1	1	1	10	4	6	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF24	10	10	1	1	1	10	4	6	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF15_17	10	0	0	0	0	10	4	6	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF15_19	10	0	0	0	0	10	4	6	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF16	10	0	0	0	0	10	4	6	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF17_20	10	10	1	1	1	10	4	6	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF17_23	10	0	0	0	0	10	4	6	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF18	10	10	1	1	1	10	4	6	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella timonensis	Prevotella	CF20	10	10	1	1	1	10	4	6	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis	Prevotella	CF21	10	10	1	1	1	10	4	6	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis	Prevotella	CF23	10	9	0.9	0.9	1	10	4	6	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis	Prevotella	CF26	10	10	1	1	1	10	4	6	module18	Intercellular communication signal	Communication signal
Prevotella timonensis_A	Prevotella	CF0	1	0	0	0	0	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF12	1	0	0	0	0	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF8	1	0	0	0	0	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF1	1	1	1	1	1	1	1	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis_A	Prevotella	CF3	1	0	0	0	0	1	1	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF4	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella timonensis_A	Prevotella	CF7	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella timonensis_A	Prevotella	CF2_10	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF2_4	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF6	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF5	1	1	1	1	1	1	1	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis_A	Prevotella	CF9_12	1	0	0	0	0	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis_A	Prevotella	CF9_9	1	1	1	1	1	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis_A	Prevotella	CF10	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis_A	Prevotella	CF22	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis_A	Prevotella	CF25	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis_A	Prevotella	CF11	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF19	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF13	1	1	1	4	4	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF14	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF24	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF15_17	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF15_19	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF16	1	0	0	0	0	1	1	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF17_20	1	1	1	1	1	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF17_23	1	0	0	0	0	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis_A	Prevotella	CF18	1	1	1	1	1	1	1	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella timonensis_A	Prevotella	CF20	1	1	1	1	1	1	1	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella timonensis_A	Prevotella	CF21	1	0	0	0	0	1	1	0	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis_A	Prevotella	CF23	1	1	1	1	1	1	1	0	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis_A	Prevotella	CF26	1	1	1	1	1	1	1	0	module18	Intercellular communication signal	Communication signal
Pseudomonas_E asiatica	Pseudomonas_E	CF0	2	2	1	5	5	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF12	2	2	1	20	20	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF8	2	2	1	3	3	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF1	2	2	1	1	1	2	2	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E asiatica	Pseudomonas_E	CF3	2	2	1	1	1	2	2	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF4	2	2	1	3	3	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E asiatica	Pseudomonas_E	CF7	2	2	1	2	2	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E asiatica	Pseudomonas_E	CF2_10	2	2	1	3	3	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF2_4	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF6	2	2	1	2	2	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF5	2	2	1	1	1	2	2	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E asiatica	Pseudomonas_E	CF9_12	2	0	0	0	0	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E asiatica	Pseudomonas_E	CF9_9	2	2	1	1	1	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E asiatica	Pseudomonas_E	CF10	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E asiatica	Pseudomonas_E	CF22	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E asiatica	Pseudomonas_E	CF25	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E asiatica	Pseudomonas_E	CF11	2	2	1	1	1	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF19	2	2	1	14	14	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF13	2	2	1	4	4	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF14	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF24	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF15_17	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF15_19	2	2	1	1	1	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF16	2	2	1	1	1	2	2	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF17_20	2	2	1	2.5	2.5	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF17_23	2	0	0	0	0	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E asiatica	Pseudomonas_E	CF18	2	2	1	1	1	2	2	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E asiatica	Pseudomonas_E	CF20	2	0	0	0	0	2	2	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E asiatica	Pseudomonas_E	CF21	2	2	1	1	1	2	2	0	module16	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E asiatica	Pseudomonas_E	CF23	2	2	1	1	1	2	2	0	module17	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E asiatica	Pseudomonas_E	CF26	2	0	0	0	0	2	2	0	module18	Intercellular communication signal	Communication signal
Pseudomonas_E ceruminis	Pseudomonas_E	CF0	5	5	1	6.2	6.2	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF12	5	5	1	23.4	23.4	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF8	5	5	1	5	5	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF1	5	5	1	1	1	5	5	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E ceruminis	Pseudomonas_E	CF3	5	5	1	1	1	5	5	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF4	5	5	1	4	4	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E ceruminis	Pseudomonas_E	CF7	5	5	1	2.8	2.8	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E ceruminis	Pseudomonas_E	CF2_10	5	5	1	4	4	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF2_4	5	5	1	1	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF6	5	5	1	2	2	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF5	5	5	1	1	1	5	5	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E ceruminis	Pseudomonas_E	CF9_12	5	0	0	0	0	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E ceruminis	Pseudomonas_E	CF9_9	5	5	1	1	1	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E ceruminis	Pseudomonas_E	CF10	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E ceruminis	Pseudomonas_E	CF22	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E ceruminis	Pseudomonas_E	CF25	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E ceruminis	Pseudomonas_E	CF11	5	5	1	1	1	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF19	5	5	1	10	10	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF13	5	5	1	4	4	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF14	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF24	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF15_17	5	0	0	0	0	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF15_19	5	5	1	1	1	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF16	5	5	1	1	1	5	5	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF17_20	5	5	1	3	3	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF17_23	5	0	0	0	0	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E ceruminis	Pseudomonas_E	CF18	5	5	1	1	1	5	5	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E ceruminis	Pseudomonas_E	CF20	5	0	0	0	0	5	5	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E ceruminis	Pseudomonas_E	CF21	5	5	1	1	1	5	5	0	module16	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E ceruminis	Pseudomonas_E	CF23	5	5	1	1	1	5	5	0	module17	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E ceruminis	Pseudomonas_E	CF26	5	0	0	0	0	5	5	0	module18	Intercellular communication signal	Communication signal
Pseudomonas_E edaphica	Pseudomonas_E	CF0	5	5	1	5	5	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF12	5	5	1	21	21	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF8	5	5	1	3	3	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF1	5	5	1	1	1	5	5	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E edaphica	Pseudomonas_E	CF3	5	5	1	1	1	5	5	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF4	5	5	1	1	1	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E edaphica	Pseudomonas_E	CF7	5	5	1	4	4	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Pseudomonas_E edaphica	Pseudomonas_E	CF2_10	5	5	1	4	4	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF2_4	5	5	1	1	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF6	5	5	1	2	2	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF5	5	4	0.8	0.8	1	5	5	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E edaphica	Pseudomonas_E	CF9_12	5	0	0	0	0	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E edaphica	Pseudomonas_E	CF9_9	5	5	1	1	1	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Pseudomonas_E edaphica	Pseudomonas_E	CF10	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E edaphica	Pseudomonas_E	CF22	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E edaphica	Pseudomonas_E	CF25	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Pseudomonas_E edaphica	Pseudomonas_E	CF11	5	5	1	1	1	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF19	5	5	1	7.8	7.8	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Pseudomonas_E edaphica	Pseudomonas_E	CF13	5	5	1	3.8	3.8	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E edaphica	Pseudomonas_E	CF14	5	4	0.8	0.8	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E edaphica	Pseudomonas_E	CF24	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E edaphica	Pseudomonas_E	CF15_17	5	0	0	0	0	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E edaphica	Pseudomonas_E	CF15_19	5	5	1	1	1	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E edaphica	Pseudomonas_E	CF16	5	5	1	1	1	5	5	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Pseudomonas_E edaphica	Pseudomonas_E	CF17_20	5	5	1	2.6	2.6	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
