Species	Genus	CF	n_genomes_cf	positive_genomes	prevalence	mean_copy_all	mean_copy_pos	n_genomes	n_skin	n_nasal	module	functional_theme	functional_theme_short
Moraxella_A sp946222995	Moraxella_A	CF15_17	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Moraxella_A sp946222995	Moraxella_A	CF15_19	2	2	1	1	1	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Moraxella_A sp946222995	Moraxella_A	CF16	2	2	1	1	1	2	2	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Moraxella_A sp946222995	Moraxella_A	CF17_20	2	2	1	1	1	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Moraxella_A sp946222995	Moraxella_A	CF17_23	2	0	0	0	0	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Moraxella_A sp946222995	Moraxella_A	CF18	2	2	1	1	1	2	2	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Moraxella_A sp946222995	Moraxella_A	CF20	2	1	0.5	0.5	1	2	2	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Moraxella_A sp946222995	Moraxella_A	CF21	2	2	1	1	1	2	2	0	module16	Poorly characterized candidate modules	Poorly characterized
Moraxella_A sp946222995	Moraxella_A	CF23	2	2	1	1	1	2	2	0	module17	Poorly characterized candidate modules	Poorly characterized
Moraxella_A sp946222995	Moraxella_A	CF26	2	0	0	0	0	2	2	0	module18	Intercellular communication signal	Communication signal
Negativicoccus sp900556745	Negativicoccus	CF0	3	3	1	1.66666666666667	1.66666666666667	3	0	3	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF12	3	3	1	6.33333333333333	6.33333333333333	3	0	3	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF8	3	3	1	2	2	3	0	3	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF1	3	0	0	0	0	3	0	3	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus sp900556745	Negativicoccus	CF3	3	3	1	1	1	3	0	3	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF4	3	0	0	0	0	3	0	3	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Negativicoccus sp900556745	Negativicoccus	CF7	3	0	0	0	0	3	0	3	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Negativicoccus sp900556745	Negativicoccus	CF2_10	3	2	0.666666666666667	0.666666666666667	1	3	0	3	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF2_4	3	3	1	1.66666666666667	1.66666666666667	3	0	3	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF6	3	3	1	1	1	3	0	3	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF5	3	3	1	1	1	3	0	3	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus sp900556745	Negativicoccus	CF9_12	3	0	0	0	0	3	0	3	module7	Poorly characterized candidate modules	Poorly characterized
Negativicoccus sp900556745	Negativicoccus	CF9_9	3	3	1	1	1	3	0	3	module7	Poorly characterized candidate modules	Poorly characterized
Negativicoccus sp900556745	Negativicoccus	CF10	3	0	0	0	0	3	0	3	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus sp900556745	Negativicoccus	CF22	3	0	0	0	0	3	0	3	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus sp900556745	Negativicoccus	CF25	3	0	0	0	0	3	0	3	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus sp900556745	Negativicoccus	CF11	3	0	0	0	0	3	0	3	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF19	3	3	1	1	1	3	0	3	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF13	3	3	1	1	1	3	0	3	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF14	3	3	1	1	1	3	0	3	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF24	3	3	1	1	1	3	0	3	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF15_17	3	3	1	1	1	3	0	3	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF15_19	3	0	0	0	0	3	0	3	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF16	3	3	1	1	1	3	0	3	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF17_20	3	0	0	0	0	3	0	3	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF17_23	3	2	0.666666666666667	0.666666666666667	1	3	0	3	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus sp900556745	Negativicoccus	CF18	3	0	0	0	0	3	0	3	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Negativicoccus sp900556745	Negativicoccus	CF20	3	3	1	1	1	3	0	3	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus sp900556745	Negativicoccus	CF21	3	3	1	1	1	3	0	3	module16	Poorly characterized candidate modules	Poorly characterized
Negativicoccus sp900556745	Negativicoccus	CF23	3	3	1	1	1	3	0	3	module17	Poorly characterized candidate modules	Poorly characterized
Negativicoccus sp900556745	Negativicoccus	CF26	3	0	0	0	0	3	0	3	module18	Intercellular communication signal	Communication signal
Negativicoccus succinicivorans	Negativicoccus	CF0	10	10	1	1.3	1.3	10	7	3	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF12	10	10	1	5.9	5.9	10	7	3	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF8	10	10	1	2	2	10	7	3	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF1	10	0	0	0	0	10	7	3	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus succinicivorans	Negativicoccus	CF3	10	10	1	1	1	10	7	3	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF4	10	0	0	0	0	10	7	3	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Negativicoccus succinicivorans	Negativicoccus	CF7	10	0	0	0	0	10	7	3	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Negativicoccus succinicivorans	Negativicoccus	CF2_10	10	10	1	1	1	10	7	3	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF2_4	10	9	0.9	0.9	1	10	7	3	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF6	10	10	1	1.1	1.1	10	7	3	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF5	10	10	1	1	1	10	7	3	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus succinicivorans	Negativicoccus	CF9_12	10	0	0	0	0	10	7	3	module7	Poorly characterized candidate modules	Poorly characterized
Negativicoccus succinicivorans	Negativicoccus	CF9_9	10	10	1	1.1	1.1	10	7	3	module7	Poorly characterized candidate modules	Poorly characterized
Negativicoccus succinicivorans	Negativicoccus	CF10	10	0	0	0	0	10	7	3	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus succinicivorans	Negativicoccus	CF22	10	0	0	0	0	10	7	3	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus succinicivorans	Negativicoccus	CF25	10	0	0	0	0	10	7	3	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Negativicoccus succinicivorans	Negativicoccus	CF11	10	0	0	0	0	10	7	3	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF19	10	10	1	1	1	10	7	3	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF13	10	10	1	1	1	10	7	3	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF14	10	10	1	1	1	10	7	3	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF24	10	10	1	1	1	10	7	3	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF15_17	10	10	1	1.1	1.1	10	7	3	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF15_19	10	0	0	0	0	10	7	3	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF16	10	10	1	1.1	1.1	10	7	3	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF17_20	10	0	0	0	0	10	7	3	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF17_23	10	9	0.9	0.9	1	10	7	3	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Negativicoccus succinicivorans	Negativicoccus	CF18	10	10	1	1	1	10	7	3	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Negativicoccus succinicivorans	Negativicoccus	CF20	10	10	1	1	1	10	7	3	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Negativicoccus succinicivorans	Negativicoccus	CF21	10	10	1	1	1	10	7	3	module16	Poorly characterized candidate modules	Poorly characterized
Negativicoccus succinicivorans	Negativicoccus	CF23	10	10	1	1	1	10	7	3	module17	Poorly characterized candidate modules	Poorly characterized
Negativicoccus succinicivorans	Negativicoccus	CF26	10	0	0	0	0	10	7	3	module18	Intercellular communication signal	Communication signal
Neisseria cerebrosa	Neisseria	CF0	5	5	1	1	1	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF12	5	5	1	5	5	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF8	5	5	1	1	1	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF1	5	5	1	1	1	5	5	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria cerebrosa	Neisseria	CF3	5	5	1	1	1	5	5	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF4	5	0	0	0	0	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria cerebrosa	Neisseria	CF7	5	5	1	1	1	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria cerebrosa	Neisseria	CF2_10	5	5	1	1	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF2_4	5	5	1	1	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF6	5	3	0.6	0.8	1.33333333333333	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF5	5	5	1	1	1	5	5	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria cerebrosa	Neisseria	CF9_12	5	0	0	0	0	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria cerebrosa	Neisseria	CF9_9	5	5	1	1.2	1.2	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria cerebrosa	Neisseria	CF10	5	5	1	1	1	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria cerebrosa	Neisseria	CF22	5	5	1	1	1	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria cerebrosa	Neisseria	CF25	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria cerebrosa	Neisseria	CF11	5	0	0	0	0	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF19	5	0	0	0	0	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF13	5	5	1	4	4	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF14	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF24	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF15_17	5	5	1	1	1	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF15_19	5	0	0	0	0	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF16	5	5	1	1	1	5	5	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF17_20	5	5	1	1	1	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF17_23	5	0	0	0	0	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria cerebrosa	Neisseria	CF18	5	5	1	1	1	5	5	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria cerebrosa	Neisseria	CF20	5	5	1	1	1	5	5	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria cerebrosa	Neisseria	CF21	5	5	1	1	1	5	5	0	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria cerebrosa	Neisseria	CF23	5	0	0	0	0	5	5	0	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria cerebrosa	Neisseria	CF26	5	5	1	1	1	5	5	0	module18	Intercellular communication signal	Communication signal
Neisseria flava	Neisseria	CF0	10	10	1	1	1	10	9	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF12	10	10	1	5.1	5.1	10	9	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF8	10	10	1	1	1	10	9	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF1	10	10	1	1	1	10	9	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flava	Neisseria	CF3	10	9	0.9	0.9	1	10	9	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF4	10	0	0	0	0	10	9	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria flava	Neisseria	CF7	10	9	0.9	0.9	1	10	9	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria flava	Neisseria	CF2_10	10	10	1	1	1	10	9	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF2_4	10	10	1	1.1	1.1	10	9	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF6	10	8	0.8	0.8	1	10	9	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF5	10	10	1	1	1	10	9	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flava	Neisseria	CF9_12	10	0	0	0	0	10	9	1	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria flava	Neisseria	CF9_9	10	10	1	1	1	10	9	1	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria flava	Neisseria	CF10	10	9	0.9	0.9	1	10	9	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flava	Neisseria	CF22	10	9	0.9	0.9	1	10	9	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flava	Neisseria	CF25	10	0	0	0	0	10	9	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flava	Neisseria	CF11	10	0	0	0	0	10	9	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF19	10	0	0	0	0	10	9	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF13	10	10	1	3.9	3.9	10	9	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF14	10	10	1	1	1	10	9	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF24	10	10	1	1	1	10	9	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF15_17	10	10	1	1	1	10	9	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF15_19	10	0	0	0	0	10	9	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF16	10	10	1	1	1	10	9	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF17_20	10	10	1	1.2	1.2	10	9	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF17_23	10	0	0	0	0	10	9	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flava	Neisseria	CF18	10	10	1	1	1	10	9	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria flava	Neisseria	CF20	10	10	1	1	1	10	9	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flava	Neisseria	CF21	10	10	1	1	1	10	9	1	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria flava	Neisseria	CF23	10	0	0	0	0	10	9	1	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria flava	Neisseria	CF26	10	10	1	1	1	10	9	1	module18	Intercellular communication signal	Communication signal
Neisseria flavescens_B	Neisseria	CF0	4	4	1	1	1	4	4	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF12	4	4	1	4	4	4	4	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF8	4	4	1	1	1	4	4	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF1	4	4	1	1	1	4	4	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flavescens_B	Neisseria	CF3	4	4	1	1	1	4	4	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF4	4	2	0.5	0.5	1	4	4	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria flavescens_B	Neisseria	CF7	4	4	1	1	1	4	4	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria flavescens_B	Neisseria	CF2_10	4	4	1	1	1	4	4	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF2_4	4	4	1	1	1	4	4	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF6	4	4	1	1	1	4	4	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF5	4	4	1	1	1	4	4	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flavescens_B	Neisseria	CF9_12	4	0	0	0	0	4	4	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria flavescens_B	Neisseria	CF9_9	4	4	1	1	1	4	4	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria flavescens_B	Neisseria	CF10	4	3	0.75	0.75	1	4	4	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flavescens_B	Neisseria	CF22	4	3	0.75	0.75	1	4	4	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flavescens_B	Neisseria	CF25	4	0	0	0	0	4	4	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria flavescens_B	Neisseria	CF11	4	0	0	0	0	4	4	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF19	4	0	0	0	0	4	4	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF13	4	4	1	3.5	3.5	4	4	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF14	4	4	1	1.25	1.25	4	4	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF24	4	4	1	1	1	4	4	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF15_17	4	3	0.75	0.75	1	4	4	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF15_19	4	0	0	0	0	4	4	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF16	4	4	1	1	1	4	4	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF17_20	4	4	1	1	1	4	4	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF17_23	4	0	0	0	0	4	4	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria flavescens_B	Neisseria	CF18	4	4	1	1	1	4	4	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria flavescens_B	Neisseria	CF20	4	4	1	1	1	4	4	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria flavescens_B	Neisseria	CF21	4	4	1	1	1	4	4	0	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria flavescens_B	Neisseria	CF23	4	4	1	1	1	4	4	0	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria flavescens_B	Neisseria	CF26	4	4	1	1	1	4	4	0	module18	Intercellular communication signal	Communication signal
Neisseria mucosa	Neisseria	CF0	10	10	1	1.1	1.1	10	9	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF12	10	10	1	5.4	5.4	10	9	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF8	10	10	1	1.1	1.1	10	9	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF1	10	10	1	1.2	1.2	10	9	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa	Neisseria	CF3	10	10	1	1.1	1.1	10	9	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF4	10	0	0	0	0	10	9	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria mucosa	Neisseria	CF7	10	10	1	1.1	1.1	10	9	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria mucosa	Neisseria	CF2_10	10	9	0.9	1	1.11111111111111	10	9	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF2_4	10	9	0.9	1	1.11111111111111	10	9	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF6	10	10	1	1.1	1.1	10	9	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF5	10	9	0.9	1.2	1.33333333333333	10	9	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa	Neisseria	CF9_12	10	0	0	0	0	10	9	1	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa	Neisseria	CF9_9	10	10	1	1.2	1.2	10	9	1	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa	Neisseria	CF10	10	10	1	1.1	1.1	10	9	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa	Neisseria	CF22	10	10	1	1.1	1.1	10	9	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa	Neisseria	CF25	10	0	0	0	0	10	9	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa	Neisseria	CF11	10	0	0	0	0	10	9	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF19	10	0	0	0	0	10	9	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF13	10	10	1	4.3	4.3	10	9	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF14	10	10	1	1.1	1.1	10	9	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF24	10	10	1	1.1	1.1	10	9	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF15_17	10	10	1	1.1	1.1	10	9	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF15_19	10	0	0	0	0	10	9	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF16	10	10	1	1.1	1.1	10	9	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF17_20	10	8	0.8	0.9	1.125	10	9	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF17_23	10	0	0	0	0	10	9	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa	Neisseria	CF18	10	9	0.9	1	1.11111111111111	10	9	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria mucosa	Neisseria	CF20	10	10	1	1.1	1.1	10	9	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa	Neisseria	CF21	10	10	1	1.1	1.1	10	9	1	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa	Neisseria	CF23	10	0	0	0	0	10	9	1	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa	Neisseria	CF26	10	10	1	1.1	1.1	10	9	1	module18	Intercellular communication signal	Communication signal
Neisseria mucosa_A	Neisseria	CF0	5	5	1	1	1	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF12	5	5	1	5	5	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
