phylum,CF_id,positive_species,total_species_in_phylum,percentage
Chrysiogenota,CF9_9,17,626,2.7156549520766773
Cloacimonadota,CF0,1,512,0.1953125
Cloacimonadota,CF1,2,512,0.390625
Cloacimonadota,CF12,179,512,34.9609375
Cloacimonadota,CF13,168,512,32.8125
Cloacimonadota,CF14,90,512,17.578125
Cloacimonadota,CF16,133,512,25.9765625
Cloacimonadota,CF17_20,24,512,4.6875
Cloacimonadota,CF18,2,512,0.390625
Cloacimonadota,CF22,2,512,0.390625
Cloacimonadota,CF23,6,512,1.171875
Cloacimonadota,CF24,158,512,30.859375
Cloacimonadota,CF2_10,41,512,8.0078125
Cloacimonadota,CF2_4,42,512,8.203125
Cloacimonadota,CF3,2,512,0.390625
Cloacimonadota,CF5,9,512,1.7578125
Cloacimonadota,CF6,6,512,1.171875
Cloacimonadota,CF7,30,512,5.859375
Cloacimonadota,CF8,1,512,0.1953125
Cloacimonadota,CF9_9,158,512,30.859375
Coprothermobacterota,CF11,4,22,18.181818181818183
Coprothermobacterota,CF12,8,22,36.36363636363637
Coprothermobacterota,CF13,7,22,31.818181818181817
Coprothermobacterota,CF14,7,22,31.818181818181817
Coprothermobacterota,CF15_17,7,22,31.818181818181817
Coprothermobacterota,CF18,5,22,22.727272727272727
Coprothermobacterota,CF20,6,22,27.27272727272727
Coprothermobacterota,CF24,6,22,27.27272727272727
Coprothermobacterota,CF5,8,22,36.36363636363637
Coprothermobacterota,CF6,6,22,27.27272727272727
Coprothermobacterota,CF9_9,7,22,31.818181818181817
Cyanobacteriota,CF0,76,7057,1.0769448774266686
Cyanobacteriota,CF1,270,7057,3.825988380331586
Cyanobacteriota,CF10,40,7057,0.5668130933824571
Cyanobacteriota,CF11,64,7057,0.9069009494119314
Cyanobacteriota,CF12,2716,7057,38.48660904066884
Cyanobacteriota,CF13,2268,7057,32.13830239478532
Cyanobacteriota,CF14,2150,7057,30.46620376930707
Cyanobacteriota,CF15_17,75,7057,1.062774550092107
Cyanobacteriota,CF16,2404,7057,34.06546691228567
Cyanobacteriota,CF17_20,374,7057,5.299702423125974
Cyanobacteriota,CF18,46,7057,0.6518350573898257
Cyanobacteriota,CF19,1,7057,0.014170327334561429
Cyanobacteriota,CF20,551,7057,7.8078503613433465
Cyanobacteriota,CF21,401,7057,5.682301261159132
Cyanobacteriota,CF22,16,7057,0.22672523735298286
Cyanobacteriota,CF23,118,7057,1.6720986254782486
Cyanobacteriota,CF24,2421,7057,34.30636247697322
Cyanobacteriota,CF25,8,7057,0.11336261867649143
Cyanobacteriota,CF26,56,7057,0.79353833073544
Cyanobacteriota,CF2_10,231,7057,3.2733456142836896
Cyanobacteriota,CF2_4,261,7057,3.698455434320533
Cyanobacteriota,CF4,43,7057,0.6093240753861414
Cyanobacteriota,CF5,1984,7057,28.113929431769876
Cyanobacteriota,CF6,480,7057,6.801757120589485
Cyanobacteriota,CF7,427,7057,6.050729771857729
Cyanobacteriota,CF8,74,7057,1.0486042227575458
Cyanobacteriota,CF9_9,10,7057,0.14170327334561428
DAOPZR01,CF12,1,1,100.0
DAOPZR01,CF13,1,1,100.0
DAOPZR01,CF14,1,1,100.0
DAOPZR01,CF15_17,1,1,100.0
DASVDK01,CF0,1,2,50.0
DASVDK01,CF12,2,2,100.0
DASVDK01,CF13,2,2,100.0
DASVDK01,CF14,2,2,100.0
DASVDK01,CF15_17,2,2,100.0
DASVDK01,CF24,2,2,100.0
DASVDK01,CF4,1,2,50.0
DASVDK01,CF5,2,2,100.0
DASVDK01,CF6,2,2,100.0
DASVDK01,CF8,1,2,50.0
DRYD01,CF12,9,17,52.94117647058824
DRYD01,CF13,1,17,5.88235294117647
DRYD01,CF14,8,17,47.05882352941176
DRYD01,CF15_17,9,17,52.94117647058824
DRYD01,CF18,1,17,5.88235294117647
DRYD01,CF24,8,17,47.05882352941176
DRYD01,CF5,9,17,52.94117647058824
DUMJ01,CF12,5,12,41.66666666666667
DUMJ01,CF13,5,12,41.66666666666667
DUMJ01,CF14,5,12,41.66666666666667
DUMJ01,CF15_17,5,12,41.66666666666667
DUMJ01,CF18,1,12,8.333333333333332
DUMJ01,CF24,5,12,41.66666666666667
DUMJ01,CF5,4,12,33.33333333333333
DYJV01,CF12,2,2,100.0
DYJV01,CF13,2,2,100.0
DYJV01,CF14,2,2,100.0
DYJV01,CF15_17,2,2,100.0
DYJV01,CF16,2,2,100.0
DYJV01,CF24,2,2,100.0
DYJV01,CF25,1,2,50.0
DYJV01,CF6,1,2,50.0
Deinococcota,CF0,37,588,6.292517006802721
Deinococcota,CF1,60,588,10.204081632653061
Deinococcota,CF10,85,588,14.45578231292517
Deinococcota,CF11,42,588,7.142857142857142
Deinococcota,CF12,259,588,44.047619047619044
Deinococcota,CF13,229,588,38.945578231292515
Deinococcota,CF14,179,588,30.4421768707483
Deinococcota,CF15_17,241,588,40.98639455782313
Deinococcota,CF16,202,588,34.35374149659864
Deinococcota,CF17_20,10,588,1.7006802721088436
Deinococcota,CF18,205,588,34.863945578231295
Deinococcota,CF20,105,588,17.857142857142858
Deinococcota,CF21,142,588,24.149659863945576
Deinococcota,CF22,92,588,15.646258503401361
Deinococcota,CF23,179,588,30.4421768707483
Deinococcota,CF24,248,588,42.17687074829932
Deinococcota,CF25,83,588,14.1156462585034
Deinococcota,CF26,233,588,39.625850340136054
Deinococcota,CF2_10,62,588,10.54421768707483
Deinococcota,CF2_4,103,588,17.517006802721088
Deinococcota,CF3,2,588,0.3401360544217687
Deinococcota,CF4,93,588,15.816326530612246
Deinococcota,CF5,246,588,41.83673469387755
Deinococcota,CF6,68,588,11.564625850340136
Deinococcota,CF7,102,588,17.346938775510203
Deinococcota,CF8,37,588,6.292517006802721
Deinococcota,CF9_9,212,588,36.054421768707485
Desantisbacteria,CF12,2,9,22.22222222222222
Desulfobacterota,CF0,49,3821,1.2823868097356714
Desulfobacterota,CF1,173,3821,4.52761057314839
Desulfobacterota,CF10,1,3821,0.026171159382360636
Desulfobacterota,CF11,24,3821,0.6281078251766553
Desulfobacterota,CF12,2192,3821,57.367181366134524
Desulfobacterota,CF13,1997,3821,52.2638052865742
Desulfobacterota,CF14,1811,3821,47.39596964145512
Desulfobacterota,CF15_17,1713,3821,44.83119602198377
Desulfobacterota,CF16,1170,3821,30.620256477361945
Desulfobacterota,CF17_20,204,3821,5.33891651400157
Desulfobacterota,CF18,235,3821,6.15022245485475
Desulfobacterota,CF19,29,3821,0.7589636220884586
Desulfobacterota,CF20,3,3821,0.07851347814708191
Desulfobacterota,CF21,250,3821,6.54278984559016
Desulfobacterota,CF22,56,3821,1.4655849254121958
Desulfobacterota,CF23,348,3821,9.107563465061503
Desulfobacterota,CF24,2011,3821,52.63020151792725
Desulfobacterota,CF25,19,3821,0.4972520282648521
Desulfobacterota,CF26,9,3821,0.23554043444124576
Desulfobacterota,CF2_10,268,3821,7.0138707144726515
Desulfobacterota,CF2_4,465,3821,12.169589112797697
Desulfobacterota,CF3,18,3821,0.4710808688824915
Desulfobacterota,CF5,535,3821,14.00157026956294
Desulfobacterota,CF6,310,3821,8.113059408531797
Desulfobacterota,CF7,526,3821,13.766029835121696
Desulfobacterota,CF8,57,3821,1.4917560847945563
Desulfobacterota,CF9_9,255,3821,6.673645642501963
Desulfobacterota_B,CF1,8,420,1.9047619047619049
Desulfobacterota_B,CF12,268,420,63.8095238095238
Desulfobacterota_B,CF13,245,420,58.333333333333336
Desulfobacterota_B,CF14,191,420,45.476190476190474
Desulfobacterota_B,CF15_17,238,420,56.666666666666664
Desulfobacterota_B,CF16,243,420,57.85714285714286
Desulfobacterota_B,CF17_20,7,420,1.6666666666666667
Desulfobacterota_B,CF18,58,420,13.80952380952381
Desulfobacterota_B,CF19,1,420,0.2380952380952381
Desulfobacterota_B,CF21,58,420,13.80952380952381
Desulfobacterota_B,CF23,14,420,3.3333333333333335
Desulfobacterota_B,CF24,257,420,61.1904761904762
Desulfobacterota_B,CF2_4,1,420,0.2380952380952381
Desulfobacterota_B,CF4,132,420,31.428571428571427
Desulfobacterota_B,CF5,10,420,2.380952380952381
Desulfobacterota_B,CF6,47,420,11.190476190476192
Desulfobacterota_B,CF7,54,420,12.857142857142856
Desulfobacterota_B,CF9_9,2,420,0.4761904761904762
Desulfobacterota_C,CF12,15,16,93.75
Desulfobacterota_C,CF13,15,16,93.75
Desulfobacterota_C,CF14,13,16,81.25
Desulfobacterota_C,CF15_17,15,16,93.75
Desulfobacterota_C,CF16,14,16,87.5
Desulfobacterota_C,CF18,1,16,6.25
Desulfobacterota_C,CF21,2,16,12.5
Desulfobacterota_C,CF23,2,16,12.5
Desulfobacterota_C,CF24,15,16,93.75
Desulfobacterota_C,CF2_10,5,16,31.25
Desulfobacterota_C,CF2_4,9,16,56.25
Desulfobacterota_C,CF5,9,16,56.25
Desulfobacterota_C,CF6,6,16,37.5
Desulfobacterota_D,CF12,72,146,49.31506849315068
Desulfobacterota_D,CF13,52,146,35.61643835616438
Desulfobacterota_D,CF14,38,146,26.027397260273972
Desulfobacterota_D,CF15_17,52,146,35.61643835616438
Desulfobacterota_D,CF18,12,146,8.21917808219178
Desulfobacterota_D,CF21,13,146,8.904109589041095
Desulfobacterota_D,CF22,1,146,0.684931506849315
Desulfobacterota_D,CF24,69,146,47.26027397260274
Desulfobacterota_D,CF2_4,2,146,1.36986301369863
Desulfobacterota_D,CF6,13,146,8.904109589041095
Desulfobacterota_D,CF7,2,146,1.36986301369863
Desulfobacterota_D,CF9_9,28,146,19.17808219178082
Desulfobacterota_E,CF12,53,102,51.9607843137255
Desulfobacterota_E,CF13,34,102,33.33333333333333
Desulfobacterota_E,CF14,48,102,47.05882352941176
Desulfobacterota_E,CF15_17,47,102,46.07843137254902
Desulfobacterota_E,CF21,2,102,1.9607843137254901
Desulfobacterota_E,CF23,9,102,8.823529411764707
Desulfobacterota_E,CF24,49,102,48.03921568627451
Desulfobacterota_E,CF25,1,102,0.9803921568627451
Desulfobacterota_E,CF6,10,102,9.803921568627452
Desulfobacterota_E,CF7,6,102,5.88235294117647
Desulfobacterota_G,CF0,6,149,4.026845637583892
Desulfobacterota_G,CF12,57,149,38.25503355704698
Desulfobacterota_G,CF13,44,149,29.53020134228188
Desulfobacterota_G,CF14,43,149,28.859060402684566
Desulfobacterota_G,CF15_17,56,149,37.58389261744966
Desulfobacterota_G,CF17_20,4,149,2.684563758389262
Desulfobacterota_G,CF18,1,149,0.6711409395973155
Desulfobacterota_G,CF21,5,149,3.3557046979865772
Desulfobacterota_G,CF24,3,149,2.013422818791946
Desulfobacterota_G,CF25,1,149,0.6711409395973155
Desulfobacterota_G,CF2_10,1,149,0.6711409395973155
Desulfobacterota_G,CF2_4,1,149,0.6711409395973155
Desulfobacterota_G,CF7,17,149,11.409395973154362
Desulfobacterota_G,CF8,4,149,2.684563758389262
Desulfobacterota_I,CF0,167,2085,8.009592326139089
Desulfobacterota_I,CF1,39,2085,1.870503597122302
Desulfobacterota_I,CF10,1,2085,0.047961630695443645
Desulfobacterota_I,CF11,22,2085,1.0551558752997603
Desulfobacterota_I,CF12,464,2085,22.25419664268585
Desulfobacterota_I,CF13,455,2085,21.822541966426858
Desulfobacterota_I,CF14,405,2085,19.424460431654676
Desulfobacterota_I,CF15_17,402,2085,19.280575539568346
Desulfobacterota_I,CF16,420,2085,20.14388489208633
Desulfobacterota_I,CF17_20,338,2085,16.211031175059954
Desulfobacterota_I,CF18,13,2085,0.6235011990407674
Desulfobacterota_I,CF19,49,2085,2.3501199040767387
Desulfobacterota_I,CF21,55,2085,2.6378896882494005
Desulfobacterota_I,CF23,47,2085,2.2541966426858515
Desulfobacterota_I,CF24,438,2085,21.007194244604317
Desulfobacterota_I,CF25,1,2085,0.047961630695443645
Desulfobacterota_I,CF26,16,2085,0.7673860911270983
Desulfobacterota_I,CF2_10,133,2085,6.378896882494005
Desulfobacterota_I,CF2_4,306,2085,14.676258992805755
Desulfobacterota_I,CF3,35,2085,1.6786570743405276
Desulfobacterota_I,CF5,351,2085,16.834532374100718
Desulfobacterota_I,CF6,166,2085,7.961630695443644
Desulfobacterota_I,CF7,260,2085,12.470023980815348
Desulfobacterota_I,CF8,171,2085,8.201438848920864
Desulfobacterota_I,CF9_9,244,2085,11.70263788968825
Dictyoglomota,CF12,8,21,38.095238095238095
Dictyoglomota,CF13,8,21,38.095238095238095
Dictyoglomota,CF14,5,21,23.809523809523807
Dictyoglomota,CF15_17,8,21,38.095238095238095
Dictyoglomota,CF16,5,21,23.809523809523807
Dictyoglomota,CF24,8,21,38.095238095238095
Dictyoglomota,CF5,8,21,38.095238095238095
Dictyoglomota,CF6,4,21,19.047619047619047
Dictyoglomota,CF9_9,5,21,23.809523809523807
Edwardsbacteria,CF12,15,32,46.875
Edwardsbacteria,CF13,14,32,43.75
Edwardsbacteria,CF14,14,32,43.75
Edwardsbacteria,CF24,12,32,37.5
Edwardsbacteria,CF6,3,32,9.375
Edwardsbacteria,CF7,7,32,21.875
Eisenbacteria,CF1,1,139,0.7194244604316548
Eisenbacteria,CF12,119,139,85.61151079136691
Eisenbacteria,CF13,114,139,82.01438848920863
Eisenbacteria,CF14,59,139,42.44604316546763
Eisenbacteria,CF15_17,2,139,1.4388489208633095
Eisenbacteria,CF17_20,1,139,0.7194244604316548
Eisenbacteria,CF18,8,139,5.755395683453238
Eisenbacteria,CF21,23,139,16.546762589928058
Eisenbacteria,CF23,3,139,2.158273381294964
Eisenbacteria,CF24,20,139,14.388489208633093
Eisenbacteria,CF25,1,139,0.7194244604316548
Eisenbacteria,CF2_10,5,139,3.597122302158273
Eisenbacteria,CF2_4,6,139,4.316546762589928
Eisenbacteria,CF6,17,139,12.23021582733813
Eisenbacteria,CF7,9,139,6.474820143884892
Eisenbacteria,CF9_9,13,139,9.352517985611511
Electryoneota,CF12,48,59,81.35593220338984
Electryoneota,CF13,38,59,64.40677966101694
Electryoneota,CF14,36,59,61.016949152542374
Electryoneota,CF5,8,59,13.559322033898304
Electryoneota,CF6,2,59,3.389830508474576
Electryoneota,CF7,18,59,30.508474576271187
Electryoneota,CF9_9,36,59,61.016949152542374
Elusimicrobiota,CF0,18,862,2.088167053364269
Elusimicrobiota,CF1,4,862,0.46403712296983757
Elusimicrobiota,CF11,9,862,1.0440835266821344
Elusimicrobiota,CF12,420,862,48.72389791183295
Elusimicrobiota,CF13,357,862,41.415313225058
Elusimicrobiota,CF14,324,862,37.58700696055685
Elusimicrobiota,CF15_17,387,862,44.895591647331784
Elusimicrobiota,CF16,123,862,14.269141531322504
Elusimicrobiota,CF17_20,103,862,11.948955916473318
Elusimicrobiota,CF18,37,862,4.292343387470997
Elusimicrobiota,CF19,42,862,4.872389791183294
Elusimicrobiota,CF22,10,862,1.160092807424594
Elusimicrobiota,CF23,3,862,0.34802784222737815
Elusimicrobiota,CF24,235,862,27.262180974477957
Elusimicrobiota,CF25,4,862,0.46403712296983757
Elusimicrobiota,CF26,29,862,3.3642691415313224
Elusimicrobiota,CF2_10,38,862,4.408352668213457
Elusimicrobiota,CF2_4,54,862,6.2645011600928076
Elusimicrobiota,CF3,1,862,0.11600928074245939
Elusimicrobiota,CF4,1,862,0.11600928074245939
Elusimicrobiota,CF5,158,862,18.329466357308586
Elusimicrobiota,CF6,125,862,14.501160092807424
Elusimicrobiota,CF7,23,862,2.668213457076566
Elusimicrobiota,CF8,21,862,2.436194895591647
FCPU426,CF12,13,14,92.85714285714286
FCPU426,CF13,13,14,92.85714285714286
FCPU426,CF14,6,14,42.857142857142854
FCPU426,CF16,2,14,14.285714285714285
FCPU426,CF18,5,14,35.714285714285715
FCPU426,CF22,1,14,7.142857142857142
FCPU426,CF24,13,14,92.85714285714286
FCPU426,CF4,5,14,35.714285714285715
Fermentibacterota,CF12,50,91,54.94505494505495
Fermentibacterota,CF13,50,91,54.94505494505495
Fermentibacterota,CF14,12,91,13.186813186813188
Fermentibacterota,CF17_20,5,91,5.4945054945054945
Fermentibacterota,CF18,5,91,5.4945054945054945
Fermentibacterota,CF21,1,91,1.098901098901099
Fermentibacterota,CF24,12,91,13.186813186813188
Fermentibacterota,CF5,45,91,49.45054945054945
Fermentibacterota,CF6,13,91,14.285714285714285
Fermentibacterota,CF7,6,91,6.593406593406594
Fermentibacterota,CF9_9,2,91,2.197802197802198
Fibrobacterota,CF0,19,446,4.260089686098654
Fibrobacterota,CF1,168,446,37.66816143497758
Fibrobacterota,CF10,2,446,0.4484304932735426
Fibrobacterota,CF11,1,446,0.2242152466367713
Fibrobacterota,CF12,219,446,49.10313901345291
Fibrobacterota,CF13,216,446,48.4304932735426
Fibrobacterota,CF14,189,446,42.37668161434978
Fibrobacterota,CF16,14,446,3.1390134529147984
Fibrobacterota,CF17_20,3,446,0.672645739910314
Fibrobacterota,CF18,63,446,14.125560538116591
Fibrobacterota,CF20,1,446,0.2242152466367713
Fibrobacterota,CF21,6,446,1.345291479820628
Fibrobacterota,CF22,3,446,0.672645739910314
Fibrobacterota,CF23,40,446,8.968609865470851
Fibrobacterota,CF24,52,446,11.659192825112108
Fibrobacterota,CF25,3,446,0.672645739910314
Fibrobacterota,CF2_10,10,446,2.242152466367713
Fibrobacterota,CF2_4,32,446,7.174887892376682
Fibrobacterota,CF4,8,446,1.7937219730941705
Fibrobacterota,CF5,13,446,2.914798206278027
Fibrobacterota,CF6,39,446,8.74439461883408
Fibrobacterota,CF7,10,446,2.242152466367713
Fibrobacterota,CF8,19,446,4.260089686098654
Fibrobacterota,CF9_9,4,446,0.8968609865470852
Firestonebacteria,CF12,11,44,25.0
Firestonebacteria,CF13,9,44,20.454545454545457
Firestonebacteria,CF14,11,44,25.0
Firestonebacteria,CF7,2,44,4.545454545454546
Fusobacteriota,CF0,130,1178,11.03565365025467
Fusobacteriota,CF1,121,1178,10.27164685908319
Fusobacteriota,CF10,106,1178,8.998302207130731
Fusobacteriota,CF11,143,1178,12.139219015280135
Fusobacteriota,CF12,162,1178,13.752122241086587
Fusobacteriota,CF13,160,1178,13.582342954159593
Fusobacteriota,CF14,154,1178,13.073005093378608
Fusobacteriota,CF15_17,146,1178,12.39388794567063
Fusobacteriota,CF16,149,1178,12.64855687606112
Fusobacteriota,CF17_20,121,1178,10.27164685908319
Fusobacteriota,CF18,100,1178,8.488964346349745
Fusobacteriota,CF19,3,1178,0.2546689303904924
Fusobacteriota,CF22,108,1178,9.168081494057725
Fusobacteriota,CF23,30,1178,2.5466893039049237
Fusobacteriota,CF24,154,1178,13.073005093378608
Fusobacteriota,CF25,63,1178,5.34804753820034
Fusobacteriota,CF26,70,1178,5.942275042444821
Fusobacteriota,CF2_10,101,1178,8.573853989813243
Fusobacteriota,CF2_4,126,1178,10.69609507640068
Fusobacteriota,CF3,110,1178,9.337860780984721
Fusobacteriota,CF4,17,1178,1.4431239388794566
Fusobacteriota,CF5,152,1178,12.903225806451612
Fusobacteriota,CF6,150,1178,12.73344651952462
Fusobacteriota,CF8,146,1178,12.39388794567063
Fusobacteriota,CF9_9,153,1178,12.98811544991511
GCA-001730085,CF12,2,2,100.0
GCA-001730085,CF13,1,2,50.0
GCA-001730085,CF14,2,2,100.0
GCA-001730085,CF15_17,1,2,50.0
GCA-2686955,CF12,2,2,100.0
GCA-2686955,CF13,2,2,100.0
GCA-2686955,CF24,2,2,100.0
GCA-2686955,CF5,2,2,100.0
GCA-2686955,CF9_9,1,2,50.0
Gemmatimonadota,CF0,2,2323,0.08609556607834697
Gemmatimonadota,CF1,58,2323,2.496771416272062
Gemmatimonadota,CF11,7,2323,0.30133448127421436
Gemmatimonadota,CF12,1398,2323,60.18080068876452
Gemmatimonadota,CF13,1187,2323,51.09771846749892
Gemmatimonadota,CF14,1088,2323,46.83598794662075
Gemmatimonadota,CF15_17,1,2323,0.04304778303917348
Gemmatimonadota,CF16,517,2323,22.255703831252692
Gemmatimonadota,CF17_20,181,2323,7.7916487300904
Gemmatimonadota,CF18,55,2323,2.3676280671545413
Gemmatimonadota,CF19,34,2323,1.4636246233318984
Gemmatimonadota,CF20,2,2323,0.08609556607834697
Gemmatimonadota,CF21,628,2323,27.034007748600946
Gemmatimonadota,CF22,1,2323,0.04304778303917348
Gemmatimonadota,CF23,139,2323,5.983641842445114
Gemmatimonadota,CF24,1082,2323,46.57770124838571
Gemmatimonadota,CF25,2,2323,0.08609556607834697
Gemmatimonadota,CF2_10,36,2323,1.5497201894102455
Gemmatimonadota,CF2_4,70,2323,3.013344812742144
Gemmatimonadota,CF3,4,2323,0.17219113215669393
Gemmatimonadota,CF4,298,2323,12.828239345673698
Gemmatimonadota,CF5,1007,2323,43.34911752044769
Gemmatimonadota,CF6,151,2323,6.500215238915195
Gemmatimonadota,CF7,141,2323,6.069737408523461
Gemmatimonadota,CF8,2,2323,0.08609556607834697
Gemmatimonadota,CF9_9,357,2323,15.368058544984933
Goldbacteria,CF12,15,22,68.18181818181817
Goldbacteria,CF13,12,22,54.54545454545454
Goldbacteria,CF14,15,22,68.18181818181817
Goldbacteria,CF24,1,22,4.545454545454546
Goldbacteria,CF6,4,22,18.181818181818183
Goldbacteria,CF7,2,22,9.090909090909092
Hinthialibacterota,CF12,19,41,46.34146341463415
Hinthialibacterota,CF13,19,41,46.34146341463415
Hinthialibacterota,CF14,13,41,31.70731707317073
Hinthialibacterota,CF15_17,1,41,2.4390243902439024
Hinthialibacterota,CF18,1,41,2.4390243902439024
Hinthialibacterota,CF21,1,41,2.4390243902439024
Hinthialibacterota,CF24,19,41,46.34146341463415
Hinthialibacterota,CF6,9,41,21.951219512195124
Hinthialibacterota,CF7,7,41,17.073170731707318
Hinthialibacterota,CF9_9,2,41,4.878048780487805
Hydrogenedentota,CF1,1,176,0.5681818181818182
Hydrogenedentota,CF12,95,176,53.97727272727273
Hydrogenedentota,CF13,94,176,53.40909090909091
Hydrogenedentota,CF14,76,176,43.18181818181818
Hydrogenedentota,CF15_17,33,176,18.75
Hydrogenedentota,CF18,8,176,4.545454545454546
Hydrogenedentota,CF20,2,176,1.1363636363636365
Hydrogenedentota,CF21,13,176,7.386363636363637
Hydrogenedentota,CF23,1,176,0.5681818181818182
Hydrogenedentota,CF24,5,176,2.840909090909091
Hydrogenedentota,CF4,7,176,3.977272727272727
Hydrogenedentota,CF6,60,176,34.090909090909086
Hydrogenedentota,CF7,35,176,19.886363636363637
Hydrogenedentota,CF9_9,1,176,0.5681818181818182
J088,CF12,2,2,100.0
J088,CF13,1,2,50.0
J088,CF14,2,2,100.0
J088,CF16,1,2,50.0
J088,CF24,2,2,100.0
JAAXHH01,CF1,1,37,2.7027027027027026
JAAXHH01,CF12,20,37,54.054054054054056
JAAXHH01,CF13,20,37,54.054054054054056
JAAXHH01,CF14,18,37,48.64864864864865
JAAXHH01,CF18,1,37,2.7027027027027026
JAAXHH01,CF24,19,37,51.35135135135135
JAAXHH01,CF4,18,37,48.64864864864865
JAAXHH01,CF5,1,37,2.7027027027027026
JAAXHH01,CF6,15,37,40.54054054054054
JAAXHH01,CF9_9,2,37,5.405405405405405
JAAXVQ01,CF12,9,10,90.0
JAAXVQ01,CF13,9,10,90.0
JAAXVQ01,CF14,5,10,50.0
JAAXVQ01,CF15_17,2,10,20.0
JAAXVQ01,CF24,1,10,10.0
JAAXVQ01,CF6,2,10,20.0
JABMQX01,CF12,3,3,100.0
JABMQX01,CF13,3,3,100.0
JABMQX01,CF14,2,3,66.66666666666666
JABMQX01,CF22,1,3,33.33333333333333
JABMQX01,CF6,1,3,33.33333333333333
JABMQX01,CF7,2,3,66.66666666666666
JACPFL01,CF12,1,2,50.0
JACPFL01,CF13,1,2,50.0
JACPFL01,CF14,1,2,50.0
JACPFL01,CF15_17,1,2,50.0
JACPQY01,CF12,2,2,100.0
JACPQY01,CF13,2,2,100.0
JACPQY01,CF14,1,2,50.0
JACPQY01,CF15_17,2,2,100.0
JACPQY01,CF16,1,2,50.0
JACPSX01,CF12,2,2,100.0
JACPSX01,CF14,2,2,100.0
JACPSX01,CF15_17,2,2,100.0
JACPSX01,CF24,1,2,50.0
JACPUC01,CF12,1,1,100.0
JACPUC01,CF14,1,1,100.0
JACPUC01,CF24,1,1,100.0
JACPUC01,CF6,1,1,100.0
JACPWU01,CF12,3,5,60.0
JACPWU01,CF13,3,5,60.0
JACPWU01,CF24,3,5,60.0
JACPWU01,CF6,1,5,20.0
JACQOV01,CF12,1,1,100.0
JACQOV01,CF14,1,1,100.0
JACQOV01,CF15_17,1,1,100.0
JACQOV01,CF24,1,1,100.0
JACRDZ01,CF12,4,4,100.0
JACRDZ01,CF13,4,4,100.0
JACRDZ01,CF14,1,4,25.0
JACRDZ01,CF15_17,4,4,100.0
JACRDZ01,CF16,1,4,25.0
JACRDZ01,CF18,1,4,25.0
JACRDZ01,CF6,1,4,25.0
JADFOP01,CF12,2,11,18.181818181818183
JADFOP01,CF14,2,11,18.181818181818183
JADFOP01,CF15_17,2,11,18.181818181818183
JADFOP01,CF22,1,11,9.090909090909092
JADFOP01,CF24,2,11,18.181818181818183
JADJOY01,CF12,1,1,100.0
JADJOY01,CF13,1,1,100.0
JADJOY01,CF14,1,1,100.0
JADJOY01,CF15_17,1,1,100.0
JADJOY01,CF17_20,1,1,100.0
JADJOY01,CF21,1,1,100.0
JADJOY01,CF24,1,1,100.0
JADJOY01,CF6,1,1,100.0
JADJOY01,CF7,1,1,100.0
JAFGBW01,CF12,3,4,75.0
JAFGBW01,CF13,2,4,50.0
JAFGBW01,CF14,3,4,75.0
JAFGBW01,CF6,1,4,25.0
JAFGND01,CF12,1,1,100.0
JAFGND01,CF13,1,1,100.0
JAFGND01,CF5,1,1,100.0
JAFGND01,CF7,1,1,100.0
JAFGOL01,CF12,6,6,100.0
JAFGOL01,CF13,5,6,83.33333333333334
JAFGOL01,CF14,1,6,16.666666666666664
JAFGOL01,CF15_17,5,6,83.33333333333334
JAFGOL01,CF16,5,6,83.33333333333334
JAFGOL01,CF17_20,2,6,33.33333333333333
JAFGOL01,CF24,6,6,100.0
JAFGOL01,CF6,3,6,50.0
JAGOBX01,CF12,4,7,57.14285714285714
JAGOBX01,CF13,4,7,57.14285714285714
JAGOBX01,CF14,4,7,57.14285714285714
JAGOBX01,CF15_17,4,7,57.14285714285714
JAGOBX01,CF17_20,2,7,28.57142857142857
JAGOBX01,CF18,1,7,14.285714285714285
JAGOBX01,CF24,4,7,57.14285714285714
JAGOBX01,CF2_4,3,7,42.857142857142854
JAGOBX01,CF5,3,7,42.857142857142854
JAGOBX01,CF6,1,7,14.285714285714285
JAGOEH01,CF12,1,1,100.0
JAGOEH01,CF13,1,1,100.0
JAGOEH01,CF14,1,1,100.0
JAGOEH01,CF24,1,1,100.0
JAGOEH01,CF5,1,1,100.0
JAGOEH01,CF9_9,1,1,100.0
JAGRBM01,CF12,3,3,100.0
JAGRBM01,CF13,3,3,100.0
JAGRBM01,CF14,3,3,100.0
JAGRBM01,CF15_17,3,3,100.0
JAGRBM01,CF16,3,3,100.0
JAGRBM01,CF24,3,3,100.0
JAHJDO01,CF12,6,7,85.71428571428571
JAHJDO01,CF13,2,7,28.57142857142857
JAHJDO01,CF14,4,7,57.14285714285714
JAHJDO01,CF16,1,7,14.285714285714285
JAHJDO01,CF6,1,7,14.285714285714285
JAJRZV01,CF12,1,1,100.0
JAJRZV01,CF14,1,1,100.0
JAJRZV01,CF15_17,1,1,100.0
JAJRZV01,CF24,1,1,100.0
JAJRZV01,CF6,1,1,100.0
JAJVIF01,CF12,6,6,100.0
JAJVIF01,CF13,6,6,100.0
JAJVIF01,CF14,5,6,83.33333333333334
JAJVIF01,CF15_17,6,6,100.0
JAJVIF01,CF16,5,6,83.33333333333334
JAJVIF01,CF5,1,6,16.666666666666664
JAJVIF01,CF6,4,6,66.66666666666666
JAJYCY01,CF1,1,5,20.0
